time	V(n002)
8.500055540849934e-002	-4.714344e+000
8.500066528772673e-002	-4.675545e+000
8.500077516695412e-002	-4.629559e+000
8.500100000000001e-002	-4.542110e+000
8.500102248330460e-002	-4.533021e+000
8.500106744991377e-002	-4.514816e+000
8.500705493147993e-002	-2.087011e+000
8.500998059485779e-002	-9.428824e-001
8.501583192161349e-002	1.152921e+000
8.502135544142465e-002	2.757117e+000
8.502636260915286e-002	3.742584e+000
8.503098547001602e-002	4.294711e+000
8.503289400902139e-002	4.432372e+000
8.503498434475973e-002	4.528255e+000
8.503771017116280e-002	4.617445e+000
8.504305631681815e-002	4.718160e+000
8.504738064824065e-002	4.746441e+000
8.505170497966315e-002	4.769122e+000
8.505602931108565e-002	4.786205e+000
8.506035364250816e-002	4.797689e+000
8.506467797393066e-002	4.803574e+000
8.506900230535316e-002	4.803861e+000
8.507332663677567e-002	4.798548e+000
8.584417483588472e-002	4.799403e+000
9.000100000000000e-002	4.799403e+000
9.000100219902102e-002	4.799403e+000
9.000100659706306e-002	4.799403e+000
9.000111699794808e-002	4.796429e+000
9.000122739883311e-002	4.786229e+000
9.000133779971813e-002	4.768802e+000
9.000144820060316e-002	4.744148e+000
9.000155860148817e-002	4.712268e+000
9.000166900237321e-002	4.673162e+000
9.000177940325822e-002	4.626828e+000
9.000200000000000e-002	4.540967e+000
9.000202205967418e-002	4.532050e+000
9.000206617902254e-002	4.514188e+000
9.000801215206133e-002	2.102990e+000
9.001090164712920e-002	9.716338e-001
9.001668063726492e-002	-1.119429e+000
9.002164026303942e-002	-2.610594e+000
9.002614132572519e-002	-3.563622e+000
9.003087362734139e-002	-4.205921e+000
9.003268992838666e-002	-4.360783e+000
9.003487258478581e-002	-4.479145e+000
9.003765903789587e-002	-4.586889e+000
9.004034382957712e-002	-4.658035e+000
9.004551366455986e-002	-4.735293e+000
9.005078159420255e-002	-4.759466e+000
9.005604952384523e-002	-4.778676e+000
9.006131745348792e-002	-4.792923e+000
9.006658538313060e-002	-4.802207e+000
9.007185331277329e-002	-4.806527e+000
9.007712124241597e-002	-4.805885e+000
9.008238917205866e-002	-4.800279e+000
9.500000000000000e-002	-4.800532e+000
9.500000219902077e-002	-4.800532e+000
9.500000659706231e-002	-4.800532e+000
9.500011701122586e-002	-4.797557e+000
9.500022742538941e-002	-4.787354e+000
9.500033783955296e-002	-4.769923e+000
9.500044825371651e-002	-4.745265e+000
9.500055866788006e-002	-4.713379e+000
9.500066908204360e-002	-4.674265e+000
9.500077949620715e-002	-4.627923e+000
9.500100000000000e-002	-4.542096e+000
9.500102205037929e-002	-4.533183e+000
9.500106615113786e-002	-4.515328e+000
9.500701123223028e-002	-2.104488e+000
9.500989995069549e-002	-9.734061e-001
9.501567738762592e-002	1.117294e+000
9.502063500344468e-002	2.608188e+000
9.502513617469059e-002	3.561643e+000
9.502986842973221e-002	4.204324e+000
9.503168565695060e-002	4.359368e+000
9.503386824054484e-002	4.477804e+000
9.503665536056437e-002	4.585639e+000
9.503933996939398e-002	4.656823e+000
9.504450992111832e-002	4.734127e+000
9.504745450848483e-002	4.753189e+000
9.505039909585134e-002	4.768865e+000
9.505334368321784e-002	4.781155e+000
9.505628827058436e-002	4.790060e+000
9.505923285795087e-002	4.795578e+000
9.506217744531738e-002	4.797709e+000
9.506512203268389e-002	4.796455e+000
9.506758235208915e-002	4.797373e+000
9.999900000000001e-002	4.799403e+000
1.000000000000000e-001	4.799403e+000
